epoch,train_loss,epoch_seconds,val_auc_roc,val_auc_pr
1,7.018245441157643,4.9635439299745485,,
2,3.1387750869844018,4.729322679981124,,
3,1.9184179451407455,4.602082736033481,,
4,1.408952146041684,4.655215881008189,,
5,1.2117564765418447,4.687685306998901,0.7622133743434686,0.39428174179704256
6,1.134636186971897,4.817841201031115,,
7,1.100586722536785,4.399340265023056,,
8,1.0832739472389221,4.590860018040985,,
9,1.0731436508457834,4.944270928972401,,
10,1.0672646993544044,4.427292093983851,0.8660534869475686,0.5084668352611807
11,1.0628518825624047,4.716287479037419,,
12,1.05946571507105,5.24304208002286,,
13,1.0575219988822937,4.6072531990357675,,
14,1.0558101447617136,4.458928524982184,,
15,1.0544274085905494,4.821578665054403,0.9144554992245434,0.5904226725348295
16,1.0536467869107315,4.776646883983631,,
17,1.0525149339582862,4.415718474017922,,
18,1.0524273616511648,4.436458787997253,,
19,1.05186221076221,4.124073393992148,,
20,1.0518908195379304,4.066058921976946,0.9332232272022313,0.6379226159799879
21,1.051177740097046,4.467889413004741,,
22,1.050406351322081,4.922694688953925,,
23,1.0508257077961434,5.121432502986863,,
24,1.0501881023732627,4.394698192016222,,
25,1.0500090136760618,4.487757914001122,0.9411992988309505,0.6650084527199435
26,1.049789209191392,4.678024472028483,,
27,1.0495222777855107,4.799283133994322,,
28,1.049610832842385,4.550709150964394,,
29,1.049345390098851,4.23184212797787,,
30,1.0497971511468656,4.9855708020040765,0.9436842654016081,0.67516745837542
31,1.0491950177564853,4.685844969993923,,
32,1.04916980063043,4.974767629057169,,
33,1.048965689612598,5.091441689000931,,
34,1.0491454325071194,4.8637338419794105,,
35,1.0491678133243467,4.292337672028225,0.9431058661001708,0.6715755361360698
36,1.0485489310287848,5.035125785972923,,
37,1.0485683810420152,4.8131471300148405,,
38,1.0484725295043573,5.200106793025043,,
39,1.0485422087878715,4.6653273979900405,,
40,1.0485106488553488,4.398543795978185,0.9436627220477265,0.6756641824029532
41,1.0480486910517623,5.149249035981484,,
42,1.048029560868333,5.035319684946444,,
43,1.047976866001036,4.488973269006237,,
44,1.0483338978232406,4.795464058988728,,
45,1.0480732772408463,5.21081536100246,0.9432339793298491,0.674005940084896
46,1.0481893303917675,4.6730705599766225,,
47,1.0479670283271045,4.546404035005253,,
48,1.0476725697517395,4.606375516974367,,
49,1.0478150830036257,4.7424498940235935,,
50,1.048047610899297,4.90396086697001,0.9423953655071745,0.6753819550991121
